lg2.2	 bctg00000161	121346419	6148814	109095006	109218989	1	123516	
lg2.2	 bctg00000161	121346419	6148814	109221324	109319925	125832	223970	
lg2.2	 bctg00000161	121346419	6148814	109322065	109400058	225350	303001	
lg2.2	 bctg00000161	121346419	6148814	109434654	109848841	368179	781807	
lg2.2	 bctg00000161	121346419	6148814	109854023	109987057	787010	919602	
lg2.2	 bctg00000161	121346419	6148814	109984883	110517171	917062	1447761	
lg2.3	 bctg00000161	28685892	6148814	5014749	5142523	1444995	1572042	
lg2.3	 bctg00000161	28685892	6148814	5143087	5163121	1572605	1592479	
lg2.3	 bctg00000161	28685892	6148814	5161748	5219382	1590855	1648199	
lg2.3	 bctg00000161	28685892	6148814	5219509	5512262	1648374	1940143	
lg2.3	 bctg00000161	28685892	6148814	5512437	5531771	1940178	1959475	
lg2.3	 bctg00000161	28685892	6148814	5533169	5569534	1960806	1997085	
lg2.3	 bctg00000161	28685892	6148814	5569712	5859953	1997083	2286611	
lg2.3	 bctg00000161	28685892	6148814	5859983	6253215	2286771	2679091	
lg2.3	 bctg00000161	28685892	6148814	6251692	6466484	2677571	2891893	
lg2.3	 bctg00000161	28685892	6148814	6474946	6571945	2901084	2997939	
lg2.3	 bctg00000161	28685892	6148814	6573269	6751319	2999283	3177257	
lg2.3	 bctg00000161	28685892	6148814	6741454	6840055	3167413	3265766	
lg2.3	 bctg00000161	28685892	6148814	6840310	6915127	3265766	3340355	
lg2.3	 bctg00000161	28685892	6148814	6921136	6985071	3345725	3409481	
lg2.3	 bctg00000161	28685892	6148814	6987208	7121040	3411551	3544949	
lg2.3	 bctg00000161	28685892	6148814	7134294	7193756	3559560	3618960	
lg2.3	 bctg00000161	28685892	6148814	18061982	18176925	3494385	3609138	
lg2.3	 bctg00000161	28685892	6148814	18176997	18643048	3609321	4074025	
lg2.3	 bctg00000161	28685892	6148814	18641027	18753751	4071749	4184205	
lg2.3	 bctg00000161	28685892	6148814	18750901	18784697	4181099	4214799	
lg2.3	 bctg00000161	28685892	6148814	18784837	18883297	4214799	4312796	
lg2.3	 bctg00000161	28685892	6148814	18888105	18916542	4317585	4345935	
lg2.3	 bctg00000161	28685892	6148814	18926040	18940672	4355029	4369735	
lg2.3	 bctg00000161	28685892	6148814	18940896	19565200	4369872	4992746	
lg2.3	 bctg00000161	28685892	6148814	19565462	19812616	4992706	5239218	
lg2.3	 bctg00000161	28685892	6148814	19812728	19828649	5239411	5255281	
lg2.3	 bctg00000161	28685892	6148814	19829461	19843833	5256220	5270714	
lg2.3	 bctg00000161	28685892	6148814	19843916	20108722	5271013	5534955	
lg2.3	 bctg00000161	28685892	6148814	20109352	20148016	5535766	5574453	
lg2.3	 bctg00000161	28685892	6148814	20148007	20238614	5574494	5664825	
lg2.3	 bctg00000161	28685892	6148814	20238614	20581741	5664944	6007123	
lg2.3	 bctg00000161	28685892	6148814	20581536	20592968	6006967	6018369	
lg2.3	 bctg00000161	28685892	6148814	20593405	20707388	6018758	6133061	
