lg4.2	 bctg00000586	23937278	2897459	22602506	23652775	1	1045271	
lg4.2	 bctg00000586	23937278	2897459	23652776	23930390	1045373	1322148	
lg4.3	 bctg00000586	49376522	2897459	4118616	4845399	1295392	2018231	
lg4.3	 bctg00000586	49376522	2897459	4855854	5031984	2028615	2203954	
lg4.3	 bctg00000586	49376522	2897459	5031482	5057866	2203591	2229926	
lg4.3	 bctg00000586	49376522	2897459	5078412	5093128	2261780	2276481	
lg4.3	 bctg00000586	49376522	2897459	5263126	5311972	2411088	2459659	
lg4.3	 bctg00000586	49376522	2897459	5332834	5508682	2513994	2689140	
lg4.3	 bctg00000586	49376522	2897459	5508751	5681896	2689193	2861283	
lg4.3	 bctg00000586	49376522	2897459	5681708	5718425	2860905	2897459	
