lg4.1.L	100000	68661	99563	-	bctg00000906	1946739	895038	925636	30140	30952	60
lg4.1.L	100000	7	22149	-	bctg00000906	1946739	1106898	1128956	21747	22207	60
lg4.1.L	100000	38156	47444	-	bctg00000906	1946739	1081874	1091077	9055	9297	60
lg4.1.L	100000	23287	26348	-	bctg00000906	1946739	1102739	1105783	3011	3067	60
lg4.1.L	100000	34891	37584	-	bctg00000906	1946739	1091658	1094336	2627	2706	60
lg4.1.L	100000	27279	28888	-	bctg00000906	1946739	1100230	1101815	1558	1612	60
lg4.1.L	100000	26395	27229	-	bctg00000906	1946739	1101861	1102689	821	835	60
lg4.1.L	100000	48014	49911	-	bctg00000906	1946739	1079451	1081323	1824	1898	60
lg4.1.L	100000	33563	34268	-	bctg00000906	1946739	1094954	1095657	687	706	60
lg4.1.L	100000	29335	30055	-	bctg00000906	1946739	1099100	1099816	702	723	58
lg4.1.L	100000	65078	66725	-	bctg00000906	1946739	927544	929165	1580	1650	57
lg4.1.L	100000	50009	51453	-	bctg00000906	1946739	1077942	1079350	1371	1446	55
lg4.1.L	100000	52632	54252	-	bctg00000906	1946739	1075195	1076798	1568	1624	47
lg4.1.L	100000	31328	33129	-	bctg00000906	1946739	1096077	1097848	1742	1807	56
lg4.1.L	100000	51456	52465	-	bctg00000906	1946739	1076945	1077938	965	1009	54
lg4.1.R	100000	36989	68844	-	bctg00000906	1946739	893942	925636	31347	31939	60
lg4.1.R	100000	38546	70401	-	bctg00000906	1946739	893942	925636	31344	31939	0
lg4.1.R	100000	35505	67287	-	bctg00000906	1946739	893942	925572	31279	31875	0
lg4.1.R	100000	33506	65730	-	bctg00000906	1946739	893942	925636	31333	32317	0
lg4.1.R	100000	49445	83723	-	bctg00000906	1946739	893942	925636	31341	34362	60
lg4.1.R	100000	44774	79052	-	bctg00000906	1946739	893942	925636	31341	34362	0
lg4.1.R	100000	43217	77495	-	bctg00000906	1946739	893942	925636	31341	34362	0
lg4.1.R	100000	31949	64173	-	bctg00000906	1946739	893942	925636	31331	32317	0
lg4.1.R	100000	46331	80609	-	bctg00000906	1946739	893942	925636	31340	34362	0
lg4.1.R	100000	52559	86837	-	bctg00000906	1946739	893942	925636	31339	34362	0
lg4.1.R	100000	30392	62616	-	bctg00000906	1946739	893942	925636	31327	32317	0
lg4.1.R	100000	47888	82166	-	bctg00000906	1946739	893942	925636	31336	34362	0
lg4.1.R	100000	51002	85280	-	bctg00000906	1946739	893942	925636	31336	34362	0
lg4.1.R	100000	55673	89951	-	bctg00000906	1946739	893942	925636	31336	34362	0
lg4.1.R	100000	54116	88394	-	bctg00000906	1946739	893942	925636	31333	34362	0
lg4.1.R	100000	27278	59502	-	bctg00000906	1946739	893942	925636	31321	32317	60
lg4.1.R	100000	57230	91496	-	bctg00000906	1946739	893954	925636	31319	34350	0
lg4.1.R	100000	63458	97734	-	bctg00000906	1946739	893944	925636	31328	34360	60
lg4.1.R	100000	40103	71371	-	bctg00000906	1946739	894527	925636	30766	31352	0
lg4.1.R	100000	30452	61059	-	bctg00000906	1946739	893942	924028	29774	30695	0
lg4.1.R	100000	61901	96179	-	bctg00000906	1946739	893942	925636	31329	34362	0
lg4.1.R	100000	58787	93065	-	bctg00000906	1946739	893942	925636	31329	34362	0
lg4.1.R	100000	65015	99293	-	bctg00000906	1946739	893942	925636	31328	34362	0
lg4.1.R	100000	60344	94620	-	bctg00000906	1946739	893944	925636	31325	34360	0
lg4.1.R	100000	25001	57945	-	bctg00000906	1946739	893942	925636	31320	33037	0
lg4.1.R	100000	23444	56388	-	bctg00000906	1946739	893942	925636	31319	33037	0
lg4.1.R	100000	21887	54831	-	bctg00000906	1946739	893942	925636	31317	33037	0
lg4.1.R	100000	20330	53274	-	bctg00000906	1946739	893942	925636	31315	33037	0
lg4.1.R	100000	17216	50160	-	bctg00000906	1946739	893942	925636	31313	33037	60
lg4.1.R	100000	1646	34221	-	bctg00000906	1946739	893942	925636	31318	32659	19
lg4.1.R	100000	88	32664	-	bctg00000906	1946739	893942	925636	31319	32661	0
lg4.1.R	100000	14102	47046	-	bctg00000906	1946739	893942	925636	31310	33037	0
lg4.1.R	100000	18773	51717	-	bctg00000906	1946739	893942	925636	31312	33038	0
lg4.1.R	100000	66572	99994	-	bctg00000906	1946739	894796	925636	30490	33506	0
lg4.1.R	100000	12545	45489	-	bctg00000906	1946739	893942	925636	31308	33038	0
lg4.1.R	100000	15659	48603	-	bctg00000906	1946739	893942	925636	31310	33038	0
lg4.1.R	100000	9431	42375	-	bctg00000906	1946739	893942	925636	31306	33038	0
lg4.1.R	100000	10988	43932	-	bctg00000906	1946739	893942	925636	31306	33038	0
lg4.1.R	100000	7874	40818	-	bctg00000906	1946739	893942	925636	31306	33038	0
lg4.1.R	100000	6317	39261	-	bctg00000906	1946739	893942	925636	31305	33038	0
lg4.1.R	100000	4760	37704	-	bctg00000906	1946739	893942	925636	31304	33038	0
lg4.1.R	100000	3203	35198	-	bctg00000906	1946739	894520	925636	30744	32080	0
lg4.1.R	100000	41660	71371	-	bctg00000906	1946739	896106	925636	29244	29749	0
lg4.1.R	100000	1	804	-	bctg00000906	1946739	893942	894742	793	803	60
lg4.1.R	100000	18	1294	-	bctg00000906	1946739	927539	928804	1234	1279	0
