lg1.2.L	100000	0	100000	+	contig-0007186	8495715	4184096	4284096	99999	100000	60
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4307023	4412612	95364	106791	1
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4363138	4461927	95347	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4364372	4463161	95347	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4361904	4460693	95344	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4360670	4459459	95344	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4359436	4458225	95343	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4358202	4456991	95341	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4348330	4447119	95340	99996	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4304565	4410144	95357	106791	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4356968	4455757	95338	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4355734	4454523	95338	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4353266	4452055	95337	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4347096	4445885	95337	99996	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4331049	4429843	95338	100001	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4354500	4453289	95337	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4350798	4449587	95337	99996	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4305799	4411378	95354	106791	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4352032	4450821	95336	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4345862	4444651	95336	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4349564	4448353	95336	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4342160	4440949	95334	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4343394	4442183	95333	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4338458	4437247	95333	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4335989	4434779	95333	99997	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4337223	4436013	95333	99997	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4344628	4443417	95332	99996	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4332287	4431077	95333	99997	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4333521	4432311	95332	99997	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4334755	4433545	95332	99997	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4308257	4413831	95350	106791	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4340926	4439715	95330	99996	0
lg1.2.R	100000	3	100000	+	contig-0007186	8495715	4301750	4407691	95366	107131	0
lg1.2.R	100000	4	100000	+	contig-0007186	8495715	4339692	4438481	95329	99996	0
lg1.2.R	100000	3	100000	+	contig-0007186	8495715	4302994	4408910	95358	107120	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4315631	4421205	95340	106791	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4316865	4422439	95337	106791	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4318099	4423673	95334	106791	0
lg1.2.R	100000	3	100000	+	contig-0007186	8495715	4300506	4406457	95363	107146	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4319333	4424907	95330	106791	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4309491	4415050	95333	106791	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4314407	4419971	95329	106791	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4310715	4416269	95329	106791	0
lg1.2.R	100000	3	100000	+	contig-0007186	8495715	4298018	4404004	95367	107168	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4311949	4417503	95327	106791	0
lg1.2.R	100000	3	100000	+	contig-0007186	8495715	4299262	4405223	95358	107157	0
lg1.2.R	100000	0	100000	+	contig-0007186	8495715	4313183	4418737	95324	106791	0
lg1.2.R	100000	4	99402	+	contig-0007186	8495715	4365606	4463806	94780	99398	0
lg1.2.R	100000	807	100000	+	contig-0007186	8495715	4330620	4428609	94559	99194	0
lg1.2.R	100000	4	98157	+	contig-0007186	8495715	4366840	4463806	93588	98153	0
lg1.2.R	100000	2052	100000	+	contig-0007186	8495715	4330620	4427375	93367	97949	0
lg1.2.R	100000	4	96912	+	contig-0007186	8495715	4368059	4463806	92413	96908	0
