lg8.1.L	100000	0	100000	-	contig-0007326	7297470	5266382	5366382	99989	100001	60
lg8.1.R	100000	56421	61363	-	contig-0007326	7297470	4575605	4580458	4665	4943	1
lg8.1.R	100000	4121	11528	-	contig-0007326	7297470	7150860	7158099	6921	7409	1
lg8.1.R	100000	4181	8533	-	contig-0007326	7297470	7142822	7147092	4095	4360	0
lg8.1.R	100000	98007	99561	-	contig-0007326	7297470	5902544	5904097	1500	1554	0
lg8.1.R	100000	16398	17878	-	contig-0007326	7297470	7148772	7150252	1428	1480	1
lg8.1.R	100000	87134	88686	-	contig-0007326	7297470	5257819	5259371	1491	1552	1
lg8.1.R	100000	14480	15831	-	contig-0007326	7297470	7150908	7152259	1301	1351	1
lg8.1.R	100000	4468	6200	-	contig-0007326	7297470	6789601	6791422	1659	1821	0
lg8.1.R	100000	47345	48464	-	contig-0007326	7297470	4588594	4589713	1078	1119	1
lg8.1.R	100000	4225	6329	-	contig-0007326	7297470	7278742	7280846	2012	2104	0
lg8.1.R	100000	14962	15552	-	contig-0007326	7297470	6798652	6799242	575	590	0
lg8.1.R	100000	39918	41619	-	contig-0007326	7297470	5503121	5504822	1629	1701	1
lg8.1.R	100000	5280	6200	-	contig-0007326	7297470	6800103	6801023	887	920	0
lg8.1.R	100000	23518	28654	-	contig-0007326	7297470	6255297	6260168	4643	5138	1
lg8.1.R	100000	3102	7089	-	contig-0007326	7297470	7246507	7250316	3629	3987	0
lg8.1.R	100000	5280	5933	-	contig-0007326	7297470	6794229	6794882	633	653	0
lg8.1.R	100000	50642	51515	-	contig-0007326	7297470	5313669	5314542	842	873	1
lg8.1.R	100000	7861	8269	-	contig-0007326	7297470	6790291	6790699	400	408	0
lg8.1.R	100000	16398	17875	-	contig-0007326	7297470	7161057	7162534	1415	1477	0
lg8.1.R	100000	41095	41511	-	contig-0007326	7297470	3950501	3950917	407	416	0
lg8.1.R	100000	41095	41511	-	contig-0007326	7297470	3954328	3954744	407	416	0
lg8.1.R	100000	41095	41511	-	contig-0007326	7297470	3946674	3947090	407	416	0
lg8.1.R	100000	8707	10278	-	contig-0007326	7297470	7162525	7164096	1504	1571	0
lg8.1.R	100000	8707	10030	-	contig-0007326	7297470	7170605	7171928	1268	1323	0
lg8.1.R	100000	11812	13774	-	contig-0007326	7297470	7159197	7161159	1875	1962	1
lg8.1.R	100000	12435	14217	-	contig-0007326	7297470	7148341	7150123	1703	1782	0
lg8.1.R	100000	17066	17599	-	contig-0007326	7297470	6796694	6797227	517	533	0
lg8.1.R	100000	10765	11145	-	contig-0007326	7297470	7169579	7169959	371	380	0
