lg1.1.L	100000	62671	76112	-	bctg00000233	5144097	1258224	1271653	13376	13457	60
lg1.1.L	100000	76186	90461	-	bctg00000233	5144097	1243928	1258152	14044	14306	60
lg1.1.L	100000	21865	32263	-	bctg00000233	5144097	1301864	1312241	10269	10417	60
lg1.1.L	100000	46970	62535	-	bctg00000233	5144097	1271783	1287267	15269	15603	60
lg1.1.L	100000	735	14812	-	bctg00000233	5144097	1319270	1333280	13807	14104	60
lg1.1.L	100000	93445	100000	-	bctg00000233	5144097	1234444	1240975	6516	6557	60
lg1.1.L	100000	14938	21838	-	bctg00000233	5144097	1312268	1319150	6784	6920	60
lg1.1.L	100000	44433	46958	-	bctg00000233	5144097	1287279	1289809	2500	2537	60
lg1.1.L	100000	91341	92951	-	bctg00000233	5144097	1241454	1243058	1592	1612	60
lg1.1.L	100000	35747	39401	-	bctg00000233	5144097	1294796	1298416	3548	3661	60
lg1.1.L	100000	40168	44329	-	bctg00000233	5144097	1289908	1294045	4031	4172	60
lg1.1.L	100000	33617	35510	-	bctg00000233	5144097	1298649	1300525	1847	1893	60
lg1.1.L	100000	32301	33475	-	bctg00000233	5144097	1300663	1301826	1141	1174	60
lg1.1.L	100000	204	645	-	bctg00000233	5144097	1333369	1333809	432	442	60
lg1.1.R	100000	73208	88538	-	bctg00000233	5144097	1180706	1196025	15271	15348	60
lg1.1.R	100000	28122	42965	-	bctg00000233	5144097	1226180	1240975	14738	14863	60
lg1.1.R	100000	49662	64850	-	bctg00000233	5144097	1204363	1219522	15049	15218	60
lg1.1.R	100000	0	10790	-	bctg00000233	5144097	1258224	1269009	10765	10803	60
lg1.1.R	100000	88608	98829	-	bctg00000233	5144097	1170447	1180645	10170	10230	60
lg1.1.R	100000	10864	25138	-	bctg00000233	5144097	1243928	1258152	14045	14305	60
lg1.1.R	100000	64987	73077	-	bctg00000233	5144097	1196153	1204233	8048	8095	60
lg1.1.R	100000	44549	49345	-	bctg00000233	5144097	1219835	1224615	4702	4821	60
lg1.1.R	100000	26018	27628	-	bctg00000233	5144097	1241454	1243058	1592	1612	60
lg1.1.R	100000	99052	99981	-	bctg00000233	5144097	1169308	1170230	903	932	60
lg1.1.R	100000	43631	44503	-	bctg00000233	5144097	1224658	1225522	850	876	60
